1827,Drama,90,90,13.63
178,Drama,90,90,14.17
1921,Drama,90,90,14.42
1618,Drama,90,90,14.03
1607,Drama,90,90,13.97
1640,Drama,90,90,14.14
791,Drama,90,80,14.26
1936,Drama,90,70,14.07
146,Drama,90,90,14.25
1133,Comedy,90,90,14.93
1684,Drama,90,80,13.74
1159,Drama,90,90,14.45
1586,Drama,90,90,15.06
1757,Drama,90,90,14.67
1629,Drama,90,80,14.47
1034,Drama,90,90,14.49
660,Drama,90,90,14.17
747,Drama,90,90,13.83
1658,Drama,90,80,13.66
1729,Drama,90,70,14.45
1822,Drama,90,90,13.95
1941,Drama,90,90,14.00
1024,Drama,90,90,14.84
1237,Drama,90,80,14.71
1406,Drama,90,60,13.85
191,Drama,90,90,14.36
1937,Drama,90,90,14.49
1362,Drama,90,90,14.26
1013,Drama,90,90,13.69
1688,Drama,90,90,14.07
658,Drama,90,90,14.14
1639,Drama,90,90,13.81
629,Drama,90,90,14.39
1905,Drama,90,90,14.12
1252,Drama,90,90,14.20
6016,Drama,90,90,14.01
6001,Drama,90,70,14.66
718,Drama,90,90,14.04
1896,Drama,90,70,14.15
1699,Drama,90,90,14.51
122,Drama,90,90,13.94
721,Drama,90,90,14.03
725,Drama,90,90,14.47
1192,Drama,90,65,14.38
1897,Drama,90,90,14.23
783,Drama,90,90,13.97
1872,Drama,90,70,14.36
1769,Drama,90,75,14.61
1397,Drama,90,90,15.26
1911,Drama,90,70,14.21
1191,Drama,90,70,13.90
1842,Drama,90,90,14.09
1651,Drama,90,90,14.00
1610,Drama,90,90,14.50
1365,Drama,90,70,14.07
601,Drama,90,90,13.57
1881,Drama,90,90,14.23
6000,Drama,90,90,13.96
1215,Drama,90,90,13.80
1914,Drama,90,90,14.21
798,Comedy,90,90,13.81
1107,Drama,90,90,14.13
185,Drama,90,90,14.38
685,Drama,90,90,14.09
1333,Drama,90,70,13.95
1434,Drama,90,90,13.87
1652,Drama,90,90,14.72
118,Drama,90,90,14.90
6021,Drama,90,90,14.42
141,Drama,90,90,14.20
623,Drama,90,90,14.15
1870,Comedy,90,90,14.15
738,Drama,90,80,14.41
1830,Drama,90,80,14.44
684,Drama,90,90,13.35
671,Drama,90,90,14.23
1887,Drama,90,90,14.36
1551,Drama,90,90,13.98
1748,Drama,90,90,14.15
121,Drama,90,90,14.48
1283,Drama,90,80,13.67
1080,Drama,90,90,13.83
6002,Drama,90,90,14.29
1886,Drama,90,90,13.91
704,Drama,90,80,13.77
142,Drama,90,90,14.10
1820,Drama,90,90,13.55
1583,Drama,90,70,14.86
757,Drama,90,90,14.36
1316,Drama,90,90,15.19
711,Drama,90,80,14.48
1234,Drama,90,75,14.08
1783,Drama,90,70,14.99
1322,Drama,90,90,14.20
1078,Drama,90,90,14.14
1869,Drama,90,90,14.03
1045,Drama,90,90,14.74
638,Drama,90,80,14.04
1675,Drama,90,90,14.36
1085,Drama,90,90,14.03
1516,Drama,90,90,14.12
646,Comedy,90,90,14.88
1400,Drama,90,90,14.08
1700,Drama,90,80,14.21
1838,Drama,90,80,14.16
1244,Drama,90,90,13.96
1522,Drama,90,90,14.44
1696,Drama,90,90,13.58
1754,Drama,90,70,14.67
1749,Drama,90,90,14.12
1524,Drama,90,90,14.32
1878,Drama,90,90,14.28
1103,Drama,90,90,14.33
1806,Drama,90,90,13.80
1442,Drama,90,90,13.59
1839,Drama,90,90,14.33
1924,Drama,90,90,14.69
1815,Drama,90,80,14.41
1725,Drama,90,70,14.43
1661,Drama,90,90,14.29
1888,Drama,90,90,14.22
1702,Drama,90,90,13.30
1087,Drama,90,90,14.29
125,Drama,90,70,14.35
1581,Drama,90,90,13.89
6020,Drama,90,70,14.39
1315,Drama,90,90,14.03
1066,Drama,90,90,14.50
715,Drama,90,90,13.91
1585,Drama,90,90,13.86
1061,Drama,90,80,13.71
180,Drama,90,60,13.84
1501,Drama,90,90,13.94
1197,Drama,90,70,14.00
1847,Drama,90,70,14.50
1616,Drama,90,80,14.39
1635,Drama,90,90,13.51
1669,Drama,90,90,14.20
1602,Drama,90,90,14.15
733,Drama,90,90,13.38
1576,Drama,90,90,14.63
1351,Drama,90,60,14.09
1287,Drama,90,80,14.01
683,Drama,90,90,14.76
6019,Drama,90,90,13.57
1557,Drama,90,90,14.66
186,Drama,90,90,14.34
1115,Drama,90,90,14.42
1383,Drama,90,90,13.21
1145,Drama,90,50,14.03
1120,Drama,90,90,14.08
1449,Drama,90,90,14.96
1424,Drama,90,90,14.00
6029,Drama,90,80,14.60
622,Drama,90,60,14.29
1028,Drama,90,60,14.46
1454,Drama,90,80,14.33
1010,Drama,90,90,13.64
1875,Drama,90,80,14.24
1797,Drama,90,90,14.93
1092,Drama,90,80,14.22
1354,Comedy,90,90,14.13
713,Drama,90,90,14.32
102,Drama,90,90,14.01
6040,Drama,90,90,13.96
100,Drama,90,90,14.31
6024,Drama,90,90,13.87
1683,Drama,90,90,13.92
1303,Drama,90,90,13.92
1898,Drama,90,90,14.00
1496,Drama,90,90,13.56
1512,Drama,90,70,14.42
1363,Drama,90,70,13.67
717,Comedy,90,90,14.73
1841,Drama,90,90,14.64
1175,Drama,90,90,14.72
1728,Drama,90,90,14.22
1188,Drama,90,80,14.41
1932,Drama,90,90,13.81
1189,Drama,90,80,14.41
1536,Drama,90,90,14.47
778,Drama,90,90,14.34
1032,Drama,90,90,13.67
736,Drama,90,90,13.97
1463,Drama,90,90,14.37
678,Drama,90,90,14.44
1254,Drama,90,90,14.34
108,Drama,90,80,13.26
1121,Drama,90,90,13.73
1545,Drama,90,90,15.05
101,Drama,90,90,13.59
1335,Drama,90,90,14.10
1666,Drama,90,90,14.31
1483,Drama,90,90,14.78
1144,Drama,90,70,14.95
728,Drama,90,90,14.32
1708,Drama,90,80,14.74
1543,Drama,90,90,13.80
177,Drama,90,70,13.75
1774,Drama,90,90,13.94
1472,Drama,90,90,13.71
1572,Drama,90,70,14.64
113,Drama,90,90,14.24
1181,Drama,90,90,13.89
1775,Drama,90,90,14.82
1196,Drama,90,90,14.33
6032,Drama,90,90,14.19
1019,Drama,90,90,14.28
737,Comedy,90,90,13.98
1149,Drama,90,90,14.05
19,Drama,90,90,14.56
1090,Drama,90,90,13.76
1882,Drama,90,90,14.53
6015,Drama,90,90,14.31
1169,Drama,90,90,14.40
1336,Drama,90,90,14.26
135,Drama,90,90,14.52
771,Drama,90,80,14.20
1919,Drama,90,90,14.10
1141,Drama,90,90,13.60
1466,Drama,90,90,14.77
657,Drama,90,70,13.31
652,Drama,90,90,14.12
1859,Drama,90,80,14.85
1334,Drama,90,80,14.42
1673,Drama,90,90,13.44
132,Drama,90,90,14.37
