92507,1,0,7665
96778,2,0,42626
84094,1,1,2539
60655,1,0,195784
89145,1,0,62647
72076,3,1,8387
39701,1,1,99000
21901,1,0,142013
23805,1,0,72463
75048,5,0,38090
38671,2,1,48493
47012,1,0,167362
83617,1,1,13565
61252,1,0,27852
07070,1,0,53299
98370,1,1,252920
77031,3,1,71970
27559,1,1,131329
49504,1,0,104863
30135,1,0,59244
77031,2,1,22468
95240,2,1,8288
33710,2,1,292
97217,3,1,74137
04347,1,1,88278
19320,2,0,56318
85355,1,0,111550
29349,5,1,59898
70454,2,0,5174
46737,1,1,67262
48038,3,1,85668
37892,1,0,114410
95014,5,0,160200
50317,1,0,76366
89139,2,0,87486
32803,1,0,9732
75067,2,1,11837
53934,1,0,1011
43543,1,0,41020
19023,3,0,117946
22193,2,0,7251
05491,1,1,192
44081,2,1,7534
27932,1,1,71788
10541,1,1,125036
36786,3,1,36146
85283,2,1,53539
07047,2,1,46385
43206,1,1,206180
35811,1,1,226301
77084,2,1,46140
08077,1,0,243684
00683,2,1,18407
34652,1,0,96816
01118,1,1,6370
95821,1,0,36377
19954,1,0,94059
28054,2,1,10487
48198,3,0,36851
92833,1,0,275478
80219,2,0,32514
07201,2,0,79857
48603,1,0,28084
78244,2,1,5304
50447,2,1,10990
84604,1,1,173818
62301,1,0,25902
43240,1,0,8340
85031,2,1,7756
97006,1,1,54258
27612,3,1,4759
37813,1,0,37223
85730,2,1,3877
33161,3,0,1364
10605,1,0,156373
02338,1,0,49957
00719,2,0,68069
13104,1,1,239894
46825,1,1,13376
24141,1,0,104083
55060,7,0,38661
19506,1,1,57991
07047,1,1,205620
48414,1,0,58898
60661,5,0,60769
89503,1,1,8722
92010,1,1,9937
33776,1,0,38635
01540,1,0,69619
20855,5,1,25825
32068,1,0,193329
35124,1,1,26959
28722,1,0,61375
78254,2,0,61328
11764,1,0,177942
23228,3,0,21160
44641,1,0,15389
39532,1,0,223423
07728,1,1,51904
90731,1,1,164853
40065,1,1,34483
46580,5,1,107860
36083,3,1,42781
33463,1,1,16911
37909,1,1,25615
77901,3,1,91662
92507,2,1,30721
41183,1,0,36179
95624,1,0,64768
23323,3,0,27573
60106,2,0,34998
20708,7,1,81227
54220,1,1,138065
24501,3,1,47972
45305,1,1,112069
71603,3,0,70285
92069,2,1,75635
19123,7,0,46434
95130,1,0,204215
00969,2,1,109558
27565,3,1,87394
33884,1,1,73031
48706,1,1,37767
77072,2,1,72485
75061,2,1,13049
98296,1,1,76636
22554,1,0,20671
49829,1,0,166447
10025,3,1,64872
87027,3,1,51939
76109,1,1,232839
12458,1,1,10671
22405,1,0,94699
28787,1,1,2743
73717,1,0,90502
78413,1,1,101400
15320,1,0,88652
10301,1,1,72390
45044,1,1,82781
94566,2,0,39491
49441,1,0,35852
75098,1,1,16964
90003,2,0,36132
52641,1,0,22494
07009,1,0,352110
15221,3,0,13311
70005,1,0,156953
75455,1,0,142880
67401,1,1,83965
02026,1,1,355387
30605,1,1,60721
27288,3,1,24368
54806,1,1,16486
63026,1,1,94887
46033,1,1,139409
66205,1,0,295535
40299,1,1,68701
11226,1,1,3540
20602,3,0,76785
39501,1,1,64557
95901,2,1,829
91030,2,0,17638
28560,1,0,189938
78015,1,0,75609
29605,3,0,108368
75082,2,1,162528
37086,3,1,57848
11550,2,1,48781
20018,3,0,156451
29072,3,0,10033
03276,1,1,200956
11412,3,0,3869
48230,1,1,63067
53511,1,1,62555
41063,1,1,27509
00739,2,0,12760
95204,2,1,35702
89156,7,0,23173
51652,1,0,11599
34428,1,1,37552
28052,1,0,32087
60103,1,0,30014
91605,2,0,25718
63121,3,1,96797
30076,1,1,162934
50597,1,1,77128
48040,1,1,42835
19146,3,0,12835
47952,1,0,51247
98233,1,0,158084
02718,1,1,132178
37804,2,1,70614
33432,3,0,9435
91331,1,1,21873
98116,1,1,192482
87114,2,1,149335
07748,1,0,149260
90019,2,0,38646
10128,5,1,199207
79110,2,0,8626
29627,1,0,180641
02920,2,0,76086
22942,1,1,61280
61364,1,0,74812
08037,1,1,49116
94582,5,1,49316
23434,3,1,132829
10457,3,1,14965
23322,1,0,234859
32129,1,0,3858
21209,1,1,104871
95210,2,0,44607
66208,1,0,80862
02644,1,0,16470
31719,3,1,12033
08343,1,0,38009
39301,1,1,37124
93460,1,1,184587
67860,1,0,39457
70518,1,1,226740
93637,2,1,3006
47715,1,1,44357
90025,1,1,143232
40324,1,0,157985
75080,1,1,34493
00693,2,1,4687
60148,1,1,47728
30297,1,0,38089
29730,1,0,49960
07083,2,0,29498
11422,3,0,5527
85286,5,0,221584
94015,5,0,52506
37379,1,0,115447
60164,2,1,56330
42378,1,1,31380
14218,1,1,98431
30605,2,0,29127
44857,1,0,183072
81212,2,0,12835
90222,2,0,42198
22102,1,0,127930
50588,1,1,28315
08701,1,0,477
48334,5,1,86924
32779,1,0,59002
60477,2,1,124553
15210,3,1,3196
00920,2,0,31083
13905,1,0,7155
87937,1,0,72072
04574,1,0,13770
60630,2,1,118026
75024,1,1,180325
20003,3,0,41075
47165,1,1,39562
85395,4,1,40063
37208,3,0,28002
29644,1,1,16449
14750,5,1,56958
18801,1,1,54765
53215,2,0,24887
48111,1,1,27351
92313,1,0,121983
70583,1,0,24837
28277,1,0,51711
19320,1,1,148468
27217,2,0,348
48183,1,1,10600
32082,2,1,92279
38111,2,0,59074
48212,5,0,21891
95648,7,0,20130
28173,1,0,42329
16201,1,1,11333
40069,1,1,172882
47454,1,0,123584
26104,1,0,1689
77065,2,0,112991
97032,1,1,3519
33147,3,0,108352
91342,2,0,21983
75070,1,0,125107
07105,1,1,182975
60657,1,0,156572
27834,3,1,52684
39443,8,0,21254
91950,1,0,15288
19114,1,0,51196
06118,2,0,1090
32746,2,0,177190
68840,1,1,43047
62568,1,0,17151
48015,1,1,19931
33637,1,1,32057
21093,2,0,80059
90604,5,1,25449
48185,3,1,85754
54311,1,0,12613
72034,1,0,156740
21223,3,0,21614
78380,2,0,49580
33764,1,0,44768
32807,1,0,38628
85037,2,0,31377
10509,1,1,15735
95608,1,1,22058
01886,1,0,25065
08753,1,0,96042
75977,3,1,23014
68107,2,1,44268
85120,1,0,63250
92154,2,1,16992
94533,7,0,97266
74112,2,1,19551
30519,3,1,98031
47302,1,0,76057
76040,1,1,1547
16001,1,0,118324
44108,3,0,12323
95112,2,0,124647
35653,2,1,11601
57701,1,1,91787
16440,1,0,130510
98021,1,0,55940
85226,1,1,320940
97038,1,0,21093
32327,1,0,124130
92570,2,1,24537
60643,1,1,225666
60618,1,1,6923
48336,3,1,162029
38108,3,0,55304
85283,1,0,120825
33813,1,1,48818
56501,1,1,106130
34428,4,1,6884
80012,1,1,68434
40160,3,0,42481
30753,2,0,11089
78577,2,1,26755
14094,1,1,61841
29841,1,0,73106
85298,2,0,40958
30233,1,1,44427
28306,2,0,23018
91745,5,1,44908
13166,1,0,30623
29579,1,1,130821
78382,1,0,33261
93263,2,1,95216
11225,2,0,533
32312,1,0,114580
48035,8,0,3172
28376,1,1,11956
28613,1,0,31376
97111,1,0,28288
08873,1,0,354603
86326,2,0,11424
60660,1,0,161855
73533,1,1,88765
89460,2,1,23398
89433,5,0,3031
44048,1,1,43534
20816,1,0,348908
00650,2,1,12622
95035,2,1,124085
39083,3,1,325
00680,2,0,18123
02130,1,1,46309
00949,2,0,20523
77520,2,0,48331
57732,1,1,55912
32025,2,1,27105
77581,2,0,18653
60616,1,0,93974
00720,2,0,30649
95355,1,1,107517
44615,1,0,48987
38863,1,1,15813
28144,1,0,18831
11221,3,1,64140
31815,3,1,14121
33033,1,0,155381
78130,1,1,35879
37343,1,0,119543
78541,2,1,66365
48446,1,1,47124
02830,1,0,67174
11231,1,1,209969
95820,1,1,20937
70117,3,0,1674
20165,1,0,34256
21740,1,1,73504
40509,1,1,10015
44685,1,0,162468
71323,1,1,122716
80521,1,0,167713
80526,1,0,56055
33626,1,1,383813
38017,1,1,30568
64110,3,0,63069
38109,3,0,62683
07748,1,1,4755
32962,1,0,188341
32808,3,0,19392
83642,1,0,45532
04087,1,0,77848
15139,1,0,48531
27858,1,1,68021
60030,1,1,170781
47630,1,0,86540
40503,1,0,9835
70001,2,1,67653
99610,1,0,152378
30281,3,1,12305
33809,2,0,66943
33428,1,1,1237
90640,2,1,43590
29730,2,1,8622
90057,2,1,38045
34474,1,0,25457
49037,1,0,10066
75040,2,1,33609
32563,1,1,185929
28602,1,1,32441
25508,1,1,107082
25413,1,0,36126
87505,1,1,93751
36801,3,0,65005
73025,1,0,320859
56721,1,1,99020
10025,1,0,20819
14830,1,0,116325
46077,1,1,147104
78741,2,0,54872
96786,5,0,30978
40047,1,0,126819
45013,1,0,122545
84057,1,1,5210
05060,1,0,202583
20110,1,0,298235
05403,1,0,61590
31906,3,1,15070
62254,1,1,20940
19120,2,1,57377
95351,2,0,23270
92545,2,0,95088
28262,3,0,62639
11224,1,1,200290
87114,1,1,12187
96146,1,1,172342
21742,1,1,71634
82718,1,1,7076
75160,3,0,90
28212,2,0,56921
10128,1,0,16653
74401,4,0,101315
77011,2,0,37221
29649,3,1,65307
24651,1,0,216420
40014,1,1,9255
50158,2,0,16410
55311,1,1,199491
06851,1,0,30792
73008,1,1,87680
77024,1,1,235508
46126,1,1,10705
30152,2,0,30424
95020,2,0,62631
47567,1,0,44524
83634,1,1,57351
60403,3,1,126991
54601,5,0,102213
94518,1,1,87552
80504,3,1,119922
06824,1,0,43953
33616,1,0,89365
14615,1,1,14193
28673,1,1,189195
83814,1,0,78363
77327,1,1,16988
77807,1,0,29326
27705,7,1,6627
71635,1,1,83903
79714,2,1,17463
80236,1,0,17444
56229,1,0,72467
57301,1,1,78252
32308,1,0,26937
21144,3,1,208855
60502,1,0,82483
90019,3,1,122081
85607,2,1,2717
94928,1,1,132497
37208,3,1,51317
28557,1,1,9888
80303,1,1,160813
89052,1,0,335783
77386,2,0,15280
40245,1,1,77387
72206,8,0,9734
99301,1,1,230078
83646,1,1,100686
78041,2,0,26172
94965,1,1,211570
33186,2,1,9384
60419,2,0,11023
77027,1,1,85192
27614,1,0,349296
22314,1,1,114726
47106,1,0,190478
61256,1,1,63759
19004,1,0,367949
21703,1,1,62606
46356,1,1,86776
38106,3,0,18026
97540,1,0,135254
55318,1,0,30831
52748,1,0,237124
53558,1,0,91243
36107,4,0,40154
32605,3,0,2330
48888,1,0,74183
34638,1,0,18619
80301,1,1,90606
61821,1,0,9088
79415,4,0,5061
12078,1,1,44573
18704,1,0,32422
80906,1,1,329574
94108,5,1,143361
85041,2,1,6292
11743,1,1,77531
43123,3,1,42399
00983,2,0,44003
30519,5,0,3375
92173,2,1,1605
95829,1,0,36691
45142,1,1,43648
28478,3,1,32735
30650,1,1,110850
48105,1,1,39726
66502,1,1,1642
94582,5,1,59292
92103,1,1,89155
80121,1,1,215163
75062,1,1,69536
32210,1,1,25345
21502,1,0,33428
76570,2,1,10926
47441,1,0,108899
94587,5,1,11564
14026,1,0,9619
97007,1,0,14425
97206,4,0,7915
76148,1,0,18536
04270,1,0,34620
22044,1,1,39943
33305,1,0,128016
37385,1,0,7522
71256,3,1,11252
92694,1,0,15843
91381,1,1,255790
14617,1,1,116347
11725,1,1,78605
77093,1,0,150547
49423,1,0,158694
27707,2,0,14988
64503,1,0,2726
33158,2,0,112321
94535,1,0,22350
18929,1,1,18670
11746,2,0,17334
77320,1,1,193809
29020,3,1,12154
20151,1,1,109330
85143,1,1,19891
94014,5,1,21837
64804,2,0,1524
00956,2,1,30023
39212,3,1,1174
75146,3,1,7006
95677,1,1,55595
91405,5,0,2138
10034,2,0,98609
83713,1,0,98738
77995,1,1,51409
44907,1,1,7241
47421,1,0,20161
07057,1,1,29174
56751,1,1,23178
80528,8,1,86771
14572,1,0,61799
32082,1,1,84001
67401,1,0,213598
38574,1,0,28172
32750,1,1,200961
44708,1,1,6840
33196,1,0,160134
47274,1,1,167686
28092,5,0,170350
96021,1,0,46733
23607,3,1,28430
28071,1,0,193990
49426,2,1,139230
18505,1,1,198872
43953,1,1,16411
60559,2,0,12335
30064,1,1,73046
80528,1,1,24019
25213,1,1,8254
84044,2,0,18859
43228,1,0,40015
84047,2,0,27452
48206,3,1,13463
61449,1,1,24848
55443,2,1,17884
13613,1,0,32533
12603,3,0,24697
33023,3,1,3789
98366,1,1,54657
95650,1,1,84121
78332,2,0,71944
78704,1,1,77542
98506,4,1,58734
34223,1,0,7404
50265,1,1,270464
48105,1,1,49069
80634,2,0,9924
82009,1,1,37633
43113,1,1,55363
56601,1,0,104875
19810,1,0,205533
68154,1,0,353181
43201,1,1,19341
46563,1,1,182455
46805,5,0,14111
94596,2,1,61482
70301,1,0,87719
91748,5,1,54911
36693,1,0,101263
42071,1,0,39623
95209,5,1,32802
84663,1,1,31335
21401,1,0,227521
14534,1,1,30974
89048,2,1,24447
91001,3,1,28703
04350,8,1,139010
33896,5,0,8106
63901,1,1,48251
49546,1,1,44294
47630,1,1,40350
02478,5,0,116373
30168,3,1,39521
91764,2,0,36126
02889,1,1,131706
48473,1,1,140442
12508,1,0,125843
74137,4,1,90309
92372,2,0,105033
11901,2,0,3226
60647,1,1,63333
99508,2,1,22417
77095,1,0,14014
32750,1,1,70351
72653,1,0,44169
72131,1,0,43804
01201,2,1,5853
44001,3,1,10648
46970,1,0,132998
41034,1,1,6202
71055,3,0,29993
46703,1,0,36651
34743,2,0,3718
97420,1,0,70251
60104,3,0,141912
63801,3,0,9336
14904,1,0,163950
72764,3,0,11072
97128,1,1,48034
39817,3,0,24937
08723,1,1,88435
11757,1,1,137129
77515,1,1,19117
64137,1,1,89756
11786,1,1,100935
60440,2,1,21775
97213,1,1,90866
91801,5,1,18078
45710,1,0,147641
72638,2,0,84634
62269,1,0,69132
17543,1,1,185240
95476,1,0,141472
46516,1,1,34859
78045,2,0,47721
85365,1,1,7236
18054,1,1,73333
40214,1,0,2807
52761,2,1,15249
77031,1,0,123314
08009,3,1,127206
60649,3,1,114878
52205,1,0,22450
54002,1,0,114509
43338,1,0,128841
23842,1,0,97325
48073,1,1,102921
19428,1,1,251277
22205,1,1,257244
98092,5,1,10849
98223,1,1,240867
40229,1,1,29005
54729,1,0,97987
94513,1,0,82123
32334,1,0,88017
10032,2,0,82336
77357,2,0,13807
87124,1,0,113279
21214,1,0,76442
48328,1,0,133566
01720,1,0,124151
20733,1,0,74063
45439,1,1,54732
75052,2,0,80155
60973,1,1,19056
18974,1,1,67458
08048,1,0,88977
91360,1,1,23113
56360,1,1,46481
18360,1,0,3772
76569,1,0,51813
96003,1,0,38269
33135,2,0,7653
77066,5,0,26081
29651,1,0,75419
77381,5,0,34640
77062,1,0,93421
53130,1,1,123268
99567,1,1,95656
56058,1,0,218321
32903,1,0,23399
46052,1,1,78870
98944,2,0,1349
33175,2,1,47905
00767,2,1,5610
31313,2,1,47013
44483,1,1,59766
11368,5,0,44419
29907,1,0,78851
07430,1,1,429457
77566,1,0,44486
84025,1,0,33406
76825,1,1,2355
92345,2,1,8271
30530,1,0,21244
33413,2,0,1945
31602,3,0,50074
53154,1,0,93776
61701,1,1,228453
02909,2,0,35246
63074,1,0,101673
75103,2,1,3877
76227,1,0,14993
92399,2,1,3226
02184,5,1,28932
08901,2,0,13279
78041,2,0,51653
07018,3,1,16161
47022,1,0,12932
91501,1,0,13015
91343,3,1,185741
50023,1,0,5074
29609,1,0,66066
10455,2,1,69927
01760,1,0,69619
02148,1,0,75353
70128,3,0,18513
42501,1,1,11413
91320,1,0,98266
68137,1,1,51151
84065,1,1,39235
97045,1,0,100320
46615,2,0,20619
56071,1,0,95244
98133,1,1,20064
60053,1,0,18944
27834,3,1,9677
36426,3,0,101564
30068,1,0,109279
77084,1,0,75015
27265,3,1,36403
91506,1,0,81896
76017,1,0,148086
42101,1,0,41767
45406,3,1,58329
92832,2,0,5773
95621,1,1,63601
66213,1,0,36402
01550,1,1,31113
78240,2,1,37629
48124,2,0,23711
07305,5,0,54085
55107,1,0,459
63136,3,0,43512
80247,1,1,110416
11435,5,0,115329
88345,1,1,36347
28740,1,0,9138
60004,5,0,29316
70041,1,0,42882
30117,1,0,97747
49738,1,1,20002
37172,1,1,23679
26167,1,1,49315
83202,1,1,11945
80027,5,1,106299
00730,2,0,12982
47274,1,0,46507
48084,1,1,171764
48210,2,1,16647
44035,1,0,1006
11235,1,0,244897
60652,2,0,53797
00705,2,0,51272
44105,3,1,8084
98011,1,1,242464
37886,1,0,41333
11762,1,1,123608
56364,1,0,39652
47302,1,0,146040
53402,1,0,29815
33032,1,0,49
27377,1,1,251215
28213,3,1,64529
32746,1,0,31652
98070,1,0,61561
39180,3,1,109567
68137,1,0,34027
13601,1,1,28877
84320,1,0,67535
93561,2,1,109283
06484,1,0,40999
37166,1,1,71151
44116,1,1,102722
92374,2,1,87163
44077,1,0,111903
22315,1,0,539984
77045,2,0,413
21218,3,0,43782
33023,3,1,21117
85234,1,0,254206
38464,1,0,88961
94536,1,0,351917
60561,1,1,305190
19144,3,0,8519
01543,1,0,246651
43613,1,0,181569
17815,1,0,62083
92225,2,0,4005
01550,1,1,118739
48613,1,0,16642
91605,2,1,44883
32259,8,1,18623
15122,1,0,97276
84074,1,0,130265
27834,3,1,46861
96161,5,1,48209
00771,2,0,70926
19605,1,1,30981
77905,1,0,134483
42764,1,1,63750
48240,1,0,15516
28129,1,1,91980
84713,1,0,34392
36750,3,1,29297
30535,1,0,52976
97502,1,1,35119
27517,1,0,53758
33404,3,1,31632
23602,3,0,28517
28303,2,1,12530
64068,7,1,73344
33462,1,1,54996
97352,1,0,28801
37880,1,1,107226
40202,3,0,16255
32967,1,1,25888
85710,3,0,11927
02169,1,0,119761
97424,1,0,11693
44224,1,0,78099
41005,1,1,6795
73084,3,1,25519
00725,2,0,23510
32831,1,0,6030
77080,2,1,81270
43326,1,0,60472
89029,3,0,3232
31705,3,1,24648
98358,1,1,30731
38017,1,1,303397
92399,2,0,21185
65052,1,1,26652
27530,1,1,146450
00729,2,0,28817
85123,2,0,48613
78660,5,0,28797
75067,1,1,72906
33445,3,0,39367
35470,1,1,11537
65270,1,0,138203
13032,1,0,23970
33145,2,1,28745
30327,1,0,82467
63005,1,0,61749
97420,1,1,21980
95969,1,1,54617
47501,1,1,7106
00687,2,1,28447
23487,3,1,12969
49621,1,0,39127
04106,1,1,47867
89815,2,0,37141
76110,2,1,71546
07650,5,1,51124
07513,3,0,19631
91784,1,0,60634
